"id","season","city","date","team1","team2","toss_winner","toss_decision","result","dl_applied","winner","win_by_runs","win_by_wickets","player_of_match","venue"
7971,2019,"Chennai","2019/04/06","Chennai Super Kings","Kings XI Punjab","Chennai Super Kings","bat","normal",0,"Chennai Super Kings",22,0,"Harbhajan Singh","MA Chidambaram Stadium, Chepauk"
7972,2019,"Hyderabad","2019/04/06","Sunrisers Hyderabad","Mumbai Indians","Sunrisers Hyderabad","field","normal",0,"Mumbai Indians",40,0,"AS Joseph","Rajiv Gandhi International Stadium, Uppal"
7973,2019,"Bengaluru","2019/04/07","Royal Challengers Bangalore","Delhi Capitals","Delhi Capitals","field","normal",0,"Delhi Capitals",0,4,"K Rabada","M.Chinnaswamy Stadium"
7974,2019,"Jaipur","2019/04/07","Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,8,"HF Gurney","Sawai Mansingh Stadium"
7975,2019,"Chandigarh","2019/04/08","Kings XI Punjab","Sunrisers Hyderabad","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,6,"KL Rahul","Punjab Cricket Association IS Bindra Stadium, Mohali"
7976,2019,"Chennai","2019/04/09","Chennai Super Kings","Kolkata Knight Riders","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,7,"DL Chahar","MA Chidambaram Stadium, Chepauk"
7977,2019,"Mumbai","2019/04/10","Mumbai Indians","Kings XI Punjab","Mumbai Indians","field","normal",0,"Mumbai Indians",0,3,"KA Pollard","Wankhede Stadium"
7978,2019,"Jaipur","2019/04/11","Rajasthan Royals","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,4,"MS Dhoni","Sawai Mansingh Stadium"
7979,2019,"Kolkata","2019/04/12","Kolkata Knight Riders","Delhi Capitals","Delhi Capitals","field","normal",0,"Delhi Capitals",0,7,"S Dhawan","Eden Gardens"
7980,2019,"Mumbai","2019/04/13","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,4,"JC Buttler","Wankhede Stadium"
7981,2019,"Chandigarh","2019/04/13","Kings XI Punjab","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,8,"AB de Villiers","Punjab Cricket Association IS Bindra Stadium, Mohali"
7982,2019,"Kolkata","2019/04/14","Kolkata Knight Riders","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,5,"Imran Tahir","Eden Gardens"
7983,2019,"Hyderabad","2019/04/14","Sunrisers Hyderabad","Delhi Capitals","Sunrisers Hyderabad","field","normal",0,"Delhi Capitals",39,0,"KMA Paul","Rajiv Gandhi International Stadium, Uppal"
7984,2019,"Mumbai","2019/04/15","Mumbai Indians","Royal Challengers Bangalore","Mumbai Indians","field","normal",0,"Mumbai Indians",0,5,"SL Malinga","Wankhede Stadium"
7985,2019,"Chandigarh","2019/04/16","Kings XI Punjab","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Kings XI Punjab",12,0,"R Ashwin","Punjab Cricket Association IS Bindra Stadium, Mohali"
7986,2019,"Hyderabad","2019/04/17","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","bat","normal",0,"Sunrisers Hyderabad",0,6,"DA Warner","Rajiv Gandhi International Stadium, Uppal"
7987,2019,"Delhi","2019/04/18","Delhi Capitals","Mumbai Indians","Mumbai Indians","bat","normal",0,"Mumbai Indians",40,0,"HH Pandya","Feroz Shah Kotla"
7988,2019,"Kolkata","2019/04/19","Kolkata Knight Riders","Royal Challengers Bangalore","Kolkata Knight Riders","field","normal",0,"Royal Challengers Bangalore",10,0,"V Kohli","Eden Gardens"
7989,2019,"Jaipur","2019/04/20","Rajasthan Royals","Mumbai Indians","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,5,"SPD Smith","Sawai Mansingh Stadium"
7990,2019,"Delhi","2019/04/20","Delhi Capitals","Kings XI Punjab","Delhi Capitals","field","normal",0,"Delhi Capitals",0,5,"SS Iyer","Feroz Shah Kotla"
7991,2019,"Hyderabad","2019/04/21","Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,9,"KK Ahmed","Rajiv Gandhi International Stadium, Uppal"
7992,2019,"Bengaluru","2019/04/21","Royal Challengers Bangalore","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Royal Challengers Bangalore",1,0,"PA Patel","M.Chinnaswamy Stadium"
7993,2019,"Jaipur","2019/04/22","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","normal",0,"Delhi Capitals",0,6,"RR Pant","Sawai Mansingh Stadium"
7994,2019,"Chennai","2019/04/23","Chennai Super Kings","Sunrisers Hyderabad","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,6,"SR Watson","MA Chidambaram Stadium, Chepauk"
7995,2019,"Bengaluru","2019/04/24","Royal Challengers Bangalore","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Royal Challengers Bangalore",17,0,"AB de Villiers","M.Chinnaswamy Stadium"
7996,2019,"Kolkata","2019/04/25","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,3,"VR Aaron","Eden Gardens"
7997,2019,"Chennai","2019/04/26","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","field","normal",0,"Mumbai Indians",46,0,"RG Sharma","MA Chidambaram Stadium, Chepauk"
7998,2019,"Jaipur","2019/04/27","Rajasthan Royals","Sunrisers Hyderabad","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,7,"JD Unadkat","Sawai Mansingh Stadium"
7999,2019,"Delhi","2019/04/28","Delhi Capitals","Royal Challengers Bangalore","Delhi Capitals","bat","normal",0,"Delhi Capitals",16,0,"S Dhawan","Feroz Shah Kotla"
8000,2019,"Kolkata","2019/04/28","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","normal",0,"Kolkata Knight Riders",34,0,"AD Russell","Eden Gardens"
8001,2019,"Hyderabad","2019/04/29","Sunrisers Hyderabad","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Sunrisers Hyderabad",45,0,"DA Warner","Rajiv Gandhi International Stadium, Uppal"
8002,2019,"Bengaluru","2019/04/30","Royal Challengers Bangalore","Rajasthan Royals","Rajasthan Royals","field","no result",0,"0",0,0,"0","M.Chinnaswamy Stadium"
8003,2019,"Chennai","2019/05/01","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","normal",0,"Chennai Super Kings",80,0,"MS Dhoni","MA Chidambaram Stadium, Chepauk"
8004,2019,"Mumbai","2019/05/02","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","tie",0,"Mumbai Indians",0,0,"JJ Bumrah","Wankhede Stadium"
8005,2019,"Chandigarh","2019/05/03","Kings XI Punjab","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,7,"Shubman Gill","Punjab Cricket Association IS Bindra Stadium, Mohali"
8006,2019,"Delhi","2019/05/04","Delhi Capitals","Rajasthan Royals","Rajasthan Royals","bat","normal",0,"Delhi Capitals",0,5,"A Mishra","Feroz Shah Kotla"
8007,2019,"Bengaluru","2019/05/04","Royal Challengers Bangalore","Sunrisers Hyderabad","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,4,"SO Hetmyer","M.Chinnaswamy Stadium"
8008,2019,"Chandigarh","2019/05/05","Kings XI Punjab","Chennai Super Kings","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,6,"KL Rahul","Punjab Cricket Association IS Bindra Stadium, Mohali"
8009,2019,"Mumbai","2019/05/05","Mumbai Indians","Kolkata Knight Riders","Mumbai Indians","field","normal",0,"Mumbai Indians",0,9,"HH Pandya","Wankhede Stadium"
8010,2019,"Chennai","2019/05/07","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","bat","normal",0,"Mumbai Indians",0,6,"SA Yadav","MA Chidambaram Stadium, Chepauk"
8011,2019,"Visakhapatnam","2019/05/08","Delhi Capitals","Sunrisers Hyderabad","Delhi Capitals","field","normal",0,"Delhi Capitals",0,2,"RR Pant","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium"
8012,2019,"Visakhapatnam","2019/05/10","Chennai Super Kings","Delhi Capitals","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,6,"F du Plessis","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium"
8013,2019,"Hyderabad","2019/05/12","Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","normal",0,"Mumbai Indians",1,0,"JJ Bumrah","Rajiv Gandhi International Stadium, Uppal"
